Product Name,Brand,Category,Sub Category,Rating,rev
UV Perfect Air Cool Sun Cream,SNP,Sun Care,sunscreen,4.7,"Beli ini gegara nyoba kemasan sachet dan ternyata suka banget karena hasilnya matte. Jadi nggak berasa pake sunscreen. Jadilah beli full size, dan ternyata dia baru saja reformulasi yang hasilnya sama sekali tidak matte sodara2 ???

Yaudah, jadi agak beda nih ekspektasi kita hahaha. Overall, sunscreen ini gampang dibaurin, no whitecast at all, ga berat, gada fragrance yang gimana. Finishnya tentu saja tidak matte, tapi dewy yg agak glossy gitu. Mayan keliatan mengkilat, tapi bukan berminyak.

Kalau pegang muka sedikit lengket, tapi feelnya ga berat sama sekali. Baru ""berasa"" kalau kita pegang muka aja.

Teksturnya cair banget, mirip2 skin aqua, lebih encer ini. Dan, mayan ????? ???? ?"
UV Moisture Milk,Skin Aqua,Sun Care,sunscreen,4.5,"Melindungi kulit dari efek buruk sinar UV-A dan UV-B yang menurutku keren banget dengan spf 50+ pa+++. Cepet banget meresap di muka, ngga lengket dan di kulitku yang kering dia melembabkan. Muka jadi lebih halus teksturnya habis pake skin aqua ini."
UV Mild Milk,Skin Aqua,Sun Care,sunscreen,4.6,"Gimana ya. Ini bagus aku suka teksturenya cuma bikin porenaku jdi fungal acnr and i really hate that. Please, kalin lebih baik beli yg spf 50 aja de, aku smpe banyak stok dan malah ga kepake pas tau ga cocok dikulit"
UV Defense Me. Daily Sun Fluid SPF 50+ PA++++,Make P:rem,Sun Care,sunscreen,4.6,setelah sekian lama kosong akhirnya ada lagi. this is my second purchase. formulanya kayanya lebih oke lebih cair dan fragrance nya bener2 almost ga ada. isinya 150ml dan bisa dipake buat muka dan badan. my go to sunscreen !!
UV Defense Me. Calming Sun Cream SPF 50+ PA++++,Make P:rem,Sun Care,sunscreen,4.6,"salah satu physical sunscreen favourite. susah nyari ss yg cocok karena tipe kulitku kering, acne prone tp pake ss ini dia lumayan lembab ga bikin kering, ga bikin breakout, tp tetep musti pake moisturizer dulu. white cast ada tp minimal terus kalo udah beberapa saat ga keliatan jadi dipake berlayer2 tetep nyaman. sayangnya cuman 1 sih, lumayan langka di indo ?"
UV Defender Serum Protector Invisible Fluid Sunscreen SPF50+ PA++++,Loreal Paris,Sun Care,sunscreen,4.9,"Wowww baru kalii ini nemuu Suncreen yg cocok bangat sama kulitku yg kering? teksturnya cair dan menyatu bangattt sma kulitt pokoknya ringan bangat berasa gak make Suncreen. Hanya Loreal UV Defender Invisible fluid nihh yg ngertiii kulitku, wajib bangat dehhh kaliann cobainn?"
ARIUL 7days Mask Aloe + H,Ariul,Face Mask,sheet-mask,4.8,"hmm sebenernya lucuan packaging waktu yang dulu kayak artikel majalah, soalnya itu ariul banget. terus setelah ganti packaging, kayaknya ingredients atau formulanya ada yang beda. Dulu gapernah jerawatan pake ariul varian aloe, sekarang rqsanya kayak makin lengket dan gerah sih. tapi soalnya melembabkannya emang lembab bsnget ?"
Aqua Infused Sleeping Mask,Emina,Face Mask,wash-off-mask,4.5,reallll lgsg ngelembabinn kulit aku yg biasanya sakit kek ketarikk n ngelupas2 putih gt?? trsss dia lumayan bisa kepake lebih dr 1 bln kl di aku jd worth the price jg
Amazonian Charcoal Glow Mask,Lacoco,Face Mask,sheet-mask,4.5,"Beli ini karena mau nyari produk serupa tbs himalayan charcoal wkwk well memang kualitasnya jauh sih, yang terasa efek cooling adem freshnya. Tapi setelah cuci muka masih ngerasa wajah berminyak dan kurang bersih.. but untuk price segitu worth it lah"
Amazon Red Clay Pore Mask,Missha,Face Mask,sheet-mask,4.6,"Awalnya beli karena memang cari produk untuk pori besar, dan nemu lah masker ini. Tertarik bgt karena diskon nya gedhe bundah wkwkwk. Pas cobain pakeee beuh mantap bener, teksturnya nyaman ga bikin gimana gimana di muka. Enak banget dipakenya bikin muka halus dan kaya terangkat aja gitu beban hidup hehehe canda gengs!, pokona mah cinta pisan sama ini produk. Makasih"
Aloe Soothing Mask Pack,Benton,Face Mask,sheet-mask,4.5,Produknya bagus bangettttt. Cocok untuk kulit aku yang normal. Ada 1 jerawat besok paginha langsung kempesss. Ngga lengket dan cepat mengerap. Harganya tapi cukup mahal
Aloe 99% Soothing Gel Jelly Mask Sheet,Holika Holika,Face Mask,sheet-mask,4.4,ga tau kenapa ya akhir-akhir ini produk sociolla banyak yg kotor pas dateng :( rasanya harus disinfektan konten kirimannya jadinya :( kayaknya sih ini bisa dipake kl abis kebakar matahari semoga berguna
All Day Vitamin Nourishing & Recharging Wash-off Mask,Jumiso,Face Mask,wash-off-mask,4.5,Aku udah coba masker ini dan hasilnya emang bikin kulit kenyal serta keliatan segar di pagi hari kalau di pakai malam. Gada efek apapun di kulit aku yang sensitif
Alaska Volcano Deep Pores Cleansing Clay Mask,Skintific,Face Mask,clay-mask,4.8,"Bagus banget bener bener nge bersihin pori pori aku suka, bakal re purchase sih soalnya bagus hehehhe . gausa di ragukan lagi skintific buat produknya"
Airy Fit Sheet Mask Pomegranate,Missha,Face Mask,sheet-mask,4.6,"ampule nya lumayan banyak, Dan lumayan cepet meresap langsung lembab, sheet mask nya lumayan tipis nyaman dipake nya, Harganya murah exp nya masih lama"
Airy Fit Sheet Mask Pearl,Missha,Face Mask,sheet-mask,4.7,Sheet mask dengan kandungan pearl dengan tekstur yang lembut dan ringan di kulit  dapat memberikan efek melembabkan dan brightening kulit wajah. Terasa halus dan kenyal
Airy Fit Sheet Mask Lemon,Missha,Face Mask,sheet-mask,4.7,"Coba lagi masker Missha, kali ini varian Lemon. Untuk masker Missha, ukuran masker dari Missha selalu cocok untuk ukuran wajahku. Menurutku, maskernya tipis (seperti masker Missha biasanya), yang membedakan hanya varian wanginya. Ketika baru buka kemasan masker, dan maskernya masih di dalam kemasan, ada wangi lemon. Tapi, ketika sudah dipakai maskernya, wanginya seperti unscented. Essence-nya berbentuk cair dan banyak, ketika ambil essence dan coba dibalur di leher, dan tangan, wangi lemonnya ada lagi. Jadi sepertinya, wangi lemonnya lebih menempel/mudah tercium pada essence-nya. Selalu cocok dengan masker Missha karena setelah pakai, wajah langsung terlihat lebih lembab dibanding sebelum pakai masker. Mudah diaplikasikan. Cepat meresap, dan tidak lengket."
Airy Fit Sheet Mask Honey,Missha,Face Mask,sheet-mask,4.6,"Missha Airy Fit Sheet Mask ini selalu jadi favorit akuu? sheet nya tipis dan pas dimuka, bikin relax.. varian Honey ini ampoule nya banyak dan hasilnya teramat sangat melembabkan wajah jadi penyelamat saat wajah ku lagi kering banget.. harga sheetmask ini tanpa diskon cukup mahal buatku. jadi harus pinter-pinter cari diskon! tapi kalo kalian juga mau beli di Sociolla sering banget diskon kok jadi tetep terjangkau~"
Airy Fit Sheet Mask Green Tea,Missha,Face Mask,sheet-mask,4.6,"texturenya air kentel rada butek gitu, cepet nyerepnya, essense nya melimpah ruah (cukup u/ leher & tangan) ngempesin jerawat yg mau tumbuh (gak ngaruh di jerawat gede) jujur sheet mask nya missa tuh fungsinya kek sama semua (gak ada bedanya) mostly semuanya tuh untuk nge-hydrite. aku pakai sampai kering dibawa tidur (sayang kalo cuma 15-20 menit). bikin glowing banget, cerah dikittt. 

ada yg coba pakai 15-20 menit dan dipake tidur gak? kira2 lebih efektive yg mana yah?. komen dong"
Airy Fit Sheet Mask Cucumber,Missha,Face Mask,sheet-mask,4.6,"Packaging nya simple banget dengan perpaduan warna hijau muda dan putih. Pas aku buka gitu, wangi si sheetmask nya nih nyengat banget gitu loh. Untuk tekstur essence nya lumayan cair dan banyak. Sheetmask nya sendiri tipissss banget dan pas dikulit wajahku. Yg aku suka dari sheetmask ini tuh karena essence banyak dan sama sekali ngga bikin lengket."
Airy Fit Sheet Mask Aloe,Missha,Face Mask,sheet-mask,4.6,"Mantul parah sih, penyelamat pas kulit kering kerontang. Gak nyangka ya waktu itu kulitku lagi gak enak kering ngelupas gitu, maybe iritasi, emang lagi puasa skincare juga tapi pas dipakein ini besoknya alus lagi. Essencenya juga banyak alias ngga pelit sheetmask missha tuh. Cepet nyerap ke muka juga dan ngga lengket. Harganya juga afforadble karena harga promo. Emang sih kalo ngga promo mayan tp sesuai sih sama kualitasnya. Makanya kalo pilih sheetmask pasti selalu nyetok sheetmasknya missha. Dan varian ini keren bgt sih hasilnya. Packagingnya sama kayak sheetmask pada umumnya. Tapi wajib coba sih varian ini. #SOCOBEAUTYREVIEW"
Airy Fit Sheet Mask [Shea Butter],Missha,Face Mask,sheet-mask,4.6,mukaku jadi lebih lembab & glowingg ?? suka bangettt sama sheetmask missha ?? sheetnya tipis dan untuk essencenya banyak jadi bisa dipakein ke leher & tangann ??
Age Miracle Serum Sheet Mask - Anti Aging,Pond's,Face Mask,sheet-mask,4.6,Tipe sheetmask yang teksturnya cepat meresap dan gak bikin greasy. Ada efek instant glowing juga. Dan super melembabkan. Bikin muka makin kenyal juga. Super recommend!
Acno Fight Peel Off Mask,Garnier,Face Mask,peel-off-mask,4.3,maker nya peel off.. tapi ga sakit pas di tarik.. ada charcoalnya buat ngebersihin pori.. abis pake ini kulit wajah berasa bersih bangeettt... komedo juga sedikit keangkat
Acneact Acne Facial Mask,Erha,Face Mask,sheet-mask,4.6,baguuus banget  maskernyaa sekali pake aja bisa untuk mengempeskan jerawat ampuh banget dan juga rekomendasii deh pokonya melembabkan jugaa dan cocok untuk kulit berjerawat
Acne Pore Expert 5X Serum Mask,Rojukiss,Face Mask,sheet-mask,4.7,Auto glowing & tone up meskipun claim nya for acne. Awalnya emang sempet ragu untuk beli karna my skin is very” sensitive and the price is just very affordable. But issa good quality sheet mask ?
Acne Dressing Mask Pack,Pyunkang Yul,Face Mask,sheet-mask,4.3,"iseng2 nyoba mask pack ini, ternyata isinya 4 lembaran prsegi panjang gt, karena jerawat ga di semua bagian muka jadi cuma aku pake d bagian jerawat aja, 4x pakai lumayan membantu jerawat untuk cepat kempes ya, d barenginn sm skincare dan obat jerawat jg , btw ini cm aku pakai kalo lg muncul jerawat aja"
Acne Care Masque New Formula + Charcoal Activated,Mineral Botanica,Face Mask,clay-mask,4,"Ini kali kedua beli produknya, sebelumnya bukan di sociolla tapi berhubung lagi nau borong ya sudah ahaha.. menurutku produk ini cukup buat angkat komedo yang ada di wajah, saat pengaplikasian ga perlu tunggu lama2 dan ga bikin iritasi (sakit) saat dikopek, usai pemakaian enak deh, bikin wajah terasa lebih lembut.. sukaa.. cuma packagingnya ini kan plastik, nutupnya juga agak susah, kalo ga rapet ya hati2 luber hmm"
Acne Care Calming Sleeping Mask,Innertrue,Face Mask,sleeping-mask,4.2,"Suka sama teksturnya yg watery, tapi gasuka baunya kayak anyep gimana gitu. Sejauh ini gak bikin efek aneh2 sih. Dia work buat calon jerawat bisa langsung hempas tapi kadang suka muncul jerawat kecil2 gitu. Jd bingung cocok gak di aku huhu"
7Days Plus Mask - Tea Tree,Ariul,Face Mask,sheet-mask,4.6,"enak banget pake sheet mask nya, kulit langsung berasa plump banget dan lembab. Suka deehhh. semoga makin banyak promo lagi yaa jadi lebih hemat utk coba yg lain heehheee"
7Days Plus Mask - Lemon,Ariul,Face Mask,sheet-mask,4.7,suka banget sama sheet masknya ariul! essencenya super banyak aku pakein sebadan juga cukup kayanya? aku rutin pake paket 7days sheetmask-nya tiap 2-3 hari selama sebulan keliatan banget hasilnya muka aku cerah dan bersih jarang komedoann??
7Days Plus Mask - Green Tea,Ariul,Face Mask,sheet-mask,4.7,Bagus .   .   .   .   .   .  .  .  .   .   .  Suka banget pake ariul karna teksturnya jga ga begitu lengket  .   .   .   .   .  .   .  .   .   .   .   . Ya
7Days Plus Mask - Aloe,Ariul,Face Mask,sheet-mask,4.6,"aku suka wanginya sih cuman pas aku pakek kek ngerasa gatel gitu tapi cuman bentar sih, selesai pake jadi seger sih besoknya aku cuci muka okay sih buat ngelembapin"
7Days Mask Duo 2 in 1 Brightening Night Mask,Ariul,Face Mask,clay-mask,4.8,"ini bener bener nyerahin banget, dan sisa cream malemnya itu masih banyak jadi bisa dipake dua kali, suka bgt teksturnya light dan jadi gampang bgt buat dipake"
7Days Mask Duo 2 in 1 Acne Care Night Mask,Ariul,Face Mask,clay-mask,4.8,"Maskernya dua tahap, jadinya memang lebih cocok buat yang terbiasa overnight skincare. Clay masknya oke kok dan mudah diaplikasikan, tapi yang gel justru tricky buat pemula."
2% Watermelon Glow Mask,Lacoco,Face Mask,sleeping-mask,4.6,"Jadi produk sleeping mask pertama kali yang kucoba adalah Lacoco Water Glow Mask ini. Langsung kepincut dan jatuh hari pas pengalaman pertama pake. Aku suka banget teksturnya yang gel bikin cepet nyerep ke kulit dan ada cooling sensastion. Kulit berasa lembap dan pas bangun pagi, berasa ada efek glowingnya. Udah beli untuk yang ke-3 kalinya dong, dan akan selalu jadi number one sleeping mask yang bakal aku pake."
BT21 Yogurt + White Tea Clay Mask – Ugh Acne,Mad For Makeup,Face Mask,clay-mask,4.5,"Agak mahal si harganya karena tubenya kecil, beli ini karena x bt21. Semoga dipakenya cocok dan tidak break out karena ini tipenya clay mask gitu. Mari coba !!"
Brightening Sheet Mask 2% Niacinamide + Vitamin C + Cica + Lychee Extract,Dear Me Beauty,Face Mask,sheet-mask,4.7,"Pertamakali cobain masker ini dan ternyata packaging nya unik banget karena transparent gitu! Daya serapnya lumayan lama di kulitku yang kombinasi, tapi efek brignetingnya bagus kalau dipake saat muka sedang kusam ?"
Bright Stuff Essence Sheet Mask,Emina,Face Mask,sheet-mask,4.5,"sedih banget karena gacocok pake ini, setelah pake ini mukaku malah kemerahan gitu dan berakhir dengan munculnya jerawat. nyoba ini karna temenku bilang ini bagus banget, awalnya gaberani nyoba karena tipe kulitku lumayan sensitif tapi akhirnya ya nyoba aja. sayangnya malah buat aku jerawatan ?"
Bright Complete Clear Up Anti Acne Serum Mask,Garnier,Face Mask,sheet-mask,4.9,"suka banget dengan sheet mask nya, pas banget dengan bentuk wajah . setelah pemakaian kulit terasa lebih lembab. suka deh pokok nya. essense nya juga banyak ."
Bright Beauty Serum Mask,Pond's,Face Mask,sheet-mask,4.9,"untuk produk masker baru pertama kali coba, semoga cocok. karna produk ponds yg lain cocok banget di kulitku, semoga serum mask nya juga cocok dengan kondisi kulit muka. packagingnya aman. thank you."
Boba Pore Care,Teddy Clubs,Face Mask,wash-off-mask,4.5,"Ini baguss, dia bikin muka  lbh cerah, lbh bersih, segar,  bisa jg bantu nyembuhin bruntusan dan jerawat, dan pas dibilas jg ga ninggalin residu, affordable. smga ada rencana buat yg langsung oles (agak ribet kalo ngeracik dl). dan baunya jg ga ganggu."
Blessing Of Sprout Enriched Serum Sheet Mask,Hayejin,Face Mask,sheet-mask,5,"ini kedua kalinya pakai sheet mask ini,pokoknya enak bgt.lumayan cepat menyerap dan bikin wajah lembab.pokoknya aku suka banget sm produk ini.terimakasih...."
Black Tea Mask Pack,HEIMISH,Face Mask,wash-off-mask,4.4,"Enak, ada rasa dingin-dingin gitu waktu di-apply. Ringan dan nggak lengket atau terasa berminyak di wajah. Untuk efektivitasnya nggak terlalu bisa kerasa karena sambil pakai berbagai produk lain juga, tapi suka sama sensasi dingin di wajah dan wanginya yang calming. Packagingnya juga bagus, include spatula dan mudah untuk dibuka/tutup."
Black Pearl Renew Black Ampoule Mask,SNP,Face Mask,sheet-mask,4.5,"PAKE INI SEGER BANGET DONG KE MUKAAAAA. 
Iya, ada sensasi dinginnya gitu pas ditempelin. Jadi enak, nggak mau ngelepasnya hahaha 
Tentu saja dia juga mencerahkan dan melembabkan. Aku nyetok beberapa sih SNP ini, sejujurnya mau pake asalnya sayang tapi yaudah dicoba dan voilaaaa, aku suka hihi 
Pasti repurchase kalau lagi diskon"
Bird's Nest Aqua Ampoule Mask,SNP,Face Mask,sheet-mask,4.6,Awalnya aku kira ini tipe sheetmask yg watery type gitu tapi ternyata dia tipe sheetmask yg lebih kayak essence type. Walaupun sebenarnya ini tipe sheetmask yg lumayan ngefek di aku ketika kulit lagi banyak redness tapi rasanya lengket banget menurut aku jadi rada gerah gitu plus karna essencenya yg tipe kental jadi lama banget nyerap ke kulit. Setelah aku pake sheetmask ini biasanya aku bilas lg karna tipe kulitku combination takutnya menyumbat pori trus muncul jerawat pustula gitu. Overall aku ga terlalu suka tipe sheetmask yg kyk gini kalo bagi yg ga masalah sama tekstur dari essencenya sebuah sheetmask silahkan dicoba karna dia emang work buat calming redness.
Bio Solution Moisturizing Panthenol Mask Sheet,the saem,Face Mask,sheet-mask,4.3,"paling demen sheet mask yg calming soothing hydrating, dan ini salah satu masker yg aku suka! pas muka iritasi bruntusan, enak banget pake ini berasa adem di kulit, dan nyaman banget. essencenya pas cukupan, juga mudah menyerap di kulit, dan mempertahankan kelembapan. Aku ketiduran setelah lepas sheetmask ini, karna kulit masih basah kena essencenya, aku tunggu nyerap sambil tiduran, eh ketiduran sampai pagi tanpa lanjutin step skincare berikutnya, tapi kulit tetap lembab waktu bangun besoknya ??"
Bio Solution Hydrating Hyaluronic Acid Mask Sheet,the saem,Face Mask,sheet-mask,4.2,"Sheet mask yang varian ini fungsinya untuk hydrating dengan kandungan aktifnya hyaluronic acid yang bagus buat menjaga kelembaban kulit. Seperti klaimnya, sheet mask ini bikin wajahku lembab dan halus banget."
beneath! By Bhumi Cucumber Calming Gel Mask,Bhumi,Face Mask,sleeping-mask,4.6,"Packagingnya unik dan simple jadi gaperlu pakai tangan lagi ngolesin gelnya, pertama kali pakai enak adem ga lengket tapi untuk meredakan kemerahannya blm kelihatan efek segerin dan cerahinnya pke bgt"
Beauty Boss x Heny Harun The Lift Job Individual Sheet Mask,Beauty Boss,Face Mask,sheet-mask,4.1,"Masker teredyan kesukaan, texture nya kaya degan dan kalo pake langsung nyess ke kulit syeger. Dan enaknya serumnya cepet nyerep, untuk sensitive skin ini oke banget. Udah nya lgs fresh, firm, kenyel hinyai approved pokonya"
